latitude,longitude,month,rainfall_mm,humidity_pct,temperature_c,wind_speed_kmh,elevation_m,slope_degree,soil_type,river_proximity_km,ndvi,risk_label
7.075,80.325,2023-04,228.0,96.4,25.1,11.6,99.7,18.4,sandy,11.88,0.67,Landslide
6.925,80.175,2024-02,39.2,95.8,27.2,12.6,65.1,18.1,loam,15.0,0.58,No Risk
7.075,80.3,2024-02,25.9,94.4,26.6,14.2,99.1,6.7,loam,9.88,0.62,No Risk
6.95,80.0,2024-12,198.0,97.6,26.1,12.2,15.8,1.9,clay,7.11,0.63,Warning
7.075,80.15,2023-08,121.5,95.5,26.4,17.1,81.5,10.9,loam,6.21,0.72,Warning
6.9,80.125,2024-02,39.5,96.6,27.1,12.8,76.5,15.5,sandy,15.0,0.62,No Risk
7.025,80.15,2024-11,499.0,98.3,25.1,14.1,108.4,8.3,loam,10.01,0.74,Warning
7.05,79.95,2023-08,113.9,95.8,26.7,17.7,19.3,2.2,clay,5.55,0.56,Warning
6.9,79.875,2024-09,310.4,92.9,27.0,20.0,17.2,0.3,clay,2.29,0.57,Flood
7.05,79.925,2024-02,42.9,91.2,27.7,17.8,35.5,6.6,clay,6.77,0.51,No Risk
6.925,80.05,2024-06,391.0,97.2,26.3,17.3,82.3,7.8,loam,12.47,0.75,Warning
7.0,79.9,2023-07,214.2,92.8,26.9,21.3,22.7,1.5,clay,4.0,0.55,Warning
6.9,80.275,2024-12,177.7,98.1,25.0,11.0,132.8,33.3,sandy,15.0,0.75,Landslide
7.0,80.375,2023-08,159.9,93.8,26.1,14.5,175.5,36.1,sandy,15.0,0.81,Landslide
7.0,80.175,2024-09,346.2,96.6,25.0,15.0,74.0,13.3,sandy,11.44,0.72,Warning
6.95,79.975,2023-04,213.5,97.7,26.8,11.7,33.0,1.8,clay,5.79,0.64,Warning
6.9,79.95,2024-12,198.0,97.6,26.1,12.2,23.8,4.0,clay,7.85,0.54,Warning
6.975,79.85,2023-11,450.5,97.7,25.6,11.9,9.5,0.5,clay,6.21,0.54,Warning
6.975,80.25,2023-01,178.5,94.7,24.0,11.3,209.1,35.5,loam,14.94,0.79,Landslide
7.025,79.85,2023-08,131.6,92.9,27.1,19.9,24.8,3.0,clay,10.01,0.63,Warning
6.9,79.925,2025-02,49.0,92.1,27.4,14.6,28.1,3.3,sandy,6.21,0.48,Warning
7.075,79.925,2023-07,205.5,92.5,26.9,21.4,12.8,1.0,loam,9.19,0.63,Warning
7.075,79.95,2024-02,26.5,92.3,28.0,16.3,17.2,0.3,loam,7.55,0.41,Warning
7.025,79.9,2023-03,112.6,97.4,26.4,13.6,21.7,7.3,loam,6.0,0.54,Warning
7.075,80.025,2024-10,405.0,97.4,25.8,13.4,86.0,16.6,loam,2.83,0.74,Landslide
7.05,80.375,2025-02,45.6,98.6,20.6,10.9,212.7,17.2,sandy,15.0,0.69,No Risk
7.125,80.1,2023-12,396.0,96.8,25.5,15.1,39.1,1.8,loam,1.24,0.63,Flood
7.075,79.9,2024-11,386.9,97.2,25.6,15.8,28.5,5.2,clay,10.66,0.64,Warning
7.15,79.9,2025-02,33.6,91.8,27.3,17.7,7.8,0.8,clay,15.0,0.43,No Risk
7.025,79.925,2023-01,90.4,91.7,25.2,17.9,7.6,1.0,clay,4.77,0.51,Warning
6.975,79.975,2024-08,302.9,95.8,26.4,17.0,17.0,0.8,loam,3.24,0.55,Flood
7.125,80.125,2024-02,25.5,90.9,27.8,17.4,79.8,17.8,sandy,1.76,0.51,No Risk
7.1,80.25,2024-02,21.7,92.3,27.0,15.8,182.6,19.8,loam,4.0,0.61,No Risk
7.05,80.35,2023-01,147.3,93.8,23.8,11.8,132.8,27.5,sandy,15.0,0.79,Landslide
7.1,80.0,2024-07,313.3,96.2,26.8,17.2,72.7,8.6,loam,5.98,0.73,Warning
7.05,80.175,2024-02,33.8,93.7,27.3,15.5,121.1,17.9,sandy,6.21,0.6,No Risk
7.125,80.35,2025-04,216.3,97.8,25.1,12.0,158.1,30.1,loam,9.82,0.8,Landslide
7.025,79.875,2023-04,168.5,98.0,27.0,13.9,22.2,5.8,clay,7.89,0.61,Warning
7.0,79.975,2023-12,412.3,98.2,25.7,13.3,9.0,0.5,clay,1.67,0.54,Flood
6.9,80.225,2024-05,800.1,96.8,26.8,14.9,111.9,8.1,sandy,15.0,0.82,Warning
7.025,80.3,2024-08,456.7,94.2,25.5,14.8,203.1,17.9,loam,13.87,0.75,Landslide
7.05,80.375,2025-02,44.8,98.7,20.5,11.0,212.7,17.2,sandy,15.0,0.69,No Risk
6.975,79.95,2023-09,579.5,96.8,25.7,17.0,19.8,1.1,clay,2.29,0.58,Flood
7.025,80.25,2023-10,687.8,97.6,24.7,12.1,95.1,18.9,sandy,10.01,0.69,Landslide
7.0,80.025,2023-09,562.6,97.2,25.3,16.8,80.3,6.7,sandy,4.47,0.75,Warning
6.925,79.85,2024-09,310.4,92.9,27.0,20.0,24.7,3.2,clay,2.29,0.56,Flood
6.9,80.125,2024-02,38.9,96.3,27.1,12.8,76.5,15.5,sandy,15.0,0.62,No Risk
7.075,79.975,2023-10,616.8,98.4,25.4,12.6,18.3,2.2,loam,5.71,0.61,Warning
6.925,80.15,2024-02,39.2,96.4,27.1,12.8,109.4,14.2,sandy,15.0,0.57,No Risk
6.9,80.175,2024-01,185.4,96.9,25.6,10.1,105.0,17.4,loam,15.0,0.76,Landslide
7.025,80.025,2024-03,121.6,96.0,28.2,15.4,69.5,11.7,loam,2.83,0.71,Warning
6.95,80.0,2025-03,189.7,98.4,26.7,10.4,15.8,1.9,clay,7.11,0.56,Warning
6.975,80.125,2023-08,141.7,95.8,26.3,17.0,37.5,4.8,clay,14.32,0.57,Warning
6.975,80.25,2023-09,709.1,95.5,24.7,15.8,209.1,35.5,loam,14.94,0.81,Landslide
6.925,80.15,2023-07,364.4,97.5,25.7,16.7,109.4,14.2,sandy,15.0,0.75,Warning
7.075,80.3,2023-10,592.3,97.7,24.6,13.1,99.1,6.7,loam,9.88,0.76,Warning
7.05,79.925,2023-08,109.1,92.5,27.0,19.9,35.5,6.6,clay,6.77,0.67,Warning
7.0,80.2,2024-03,87.3,94.4,28.2,16.3,62.8,13.7,sandy,11.1,0.67,Warning
7.025,80.0,2024-11,426.5,98.9,25.4,12.7,75.1,17.7,clay,1.24,0.7,Landslide
6.95,79.9,2023-06,380.0,94.8,27.0,19.7,20.5,4.8,loam,0.0,0.57,Flood
7.125,80.05,2024-08,276.9,96.2,26.1,16.7,50.3,6.3,loam,4.33,0.72,Warning
7.075,80.1,2024-02,26.9,91.4,27.8,16.3,32.2,3.5,clay,3.55,0.41,No Risk
6.95,79.85,2024-06,355.6,93.5,27.1,21.2,17.7,1.4,clay,4.0,0.56,Warning
6.95,80.3,2025-03,163.9,98.9,25.7,10.7,238.9,30.8,sandy,15.0,0.81,Landslide
7.0,80.125,2023-03,188.5,97.7,25.9,10.5,32.7,2.6,clay,12.17,0.59,Warning
7.05,80.125,2025-03,178.8,97.8,26.2,12.1,34.8,4.8,clay,7.47,0.63,Warning
6.975,80.375,2024-01,348.4,94.6,20.9,8.3,153.1,24.6,sandy,15.0,0.77,Landslide
7.025,80.125,2024-02,42.3,94.4,27.5,14.2,60.4,12.0,clay,9.71,0.49,No Risk
6.95,80.375,2024-11,636.6,98.2,22.6,10.4,212.6,38.0,loam,15.0,0.82,Landslide
6.925,79.875,2023-08,155.4,92.9,27.0,19.5,16.7,1.3,loam,0.78,0.56,Flood
7.05,80.05,2024-02,27.8,91.4,28.1,16.7,22.4,3.7,loam,3.33,0.36,No Risk
6.9,80.15,2024-09,363.1,97.4,25.7,16.7,132.2,24.6,loam,15.0,0.78,Landslide
6.925,80.275,2024-09,417.6,95.1,25.6,12.8,193.9,32.8,loam,15.0,0.8,Landslide
7.075,80.05,2023-07,287.7,96.2,26.3,16.7,38.7,7.9,clay,0.55,0.64,Flood
7.1,80.15,2025-04,283.7,98.4,26.0,12.8,109.5,13.6,sandy,4.96,0.79,Warning
7.1,80.35,2025-02,27.4,96.5,26.3,13.1,104.3,12.9,sandy,12.01,0.56,No Risk
7.125,80.0,2025-02,43.1,95.2,27.0,15.6,61.0,15.4,loam,7.47,0.56,No Risk
7.15,79.925,2023-04,192.0,97.3,27.0,12.3,12.6,0.5,clay,15.0,0.57,Warning
7.05,80.125,2024-02,26.9,91.4,27.8,16.3,34.8,4.8,clay,7.47,0.45,No Risk
7.05,80.225,2025-01,291.3,98.2,24.9,12.9,90.0,17.9,sandy,6.21,0.72,Landslide
7.025,79.95,2024-06,353.2,95.7,26.7,18.0,14.2,1.5,clay,2.99,0.57,Flood
7.125,80.2,2025-03,179.3,97.5,26.0,11.6,92.0,7.0,sandy,2.78,0.71,Warning
6.9,80.0,2023-01,120.8,93.3,25.0,14.3,64.3,14.6,loam,11.8,0.68,Warning
6.95,80.375,2024-07,377.5,95.1,23.8,12.4,212.6,38.0,loam,15.0,0.85,Landslide
6.925,80.225,2025-03,132.8,98.8,26.0,11.4,132.0,36.4,loam,15.0,0.76,Landslide
6.975,79.95,2023-09,583.8,96.6,25.6,17.0,19.8,1.1,clay,2.29,0.58,Flood
7.025,80.025,2024-04,222.8,98.2,28.0,12.4,69.5,11.7,loam,2.83,0.65,Warning
6.95,80.075,2023-02,124.2,98.1,25.3,12.8,54.5,2.1,loam,12.22,0.64,Warning
6.975,80.175,2023-02,123.9,97.0,25.3,11.6,78.0,16.1,sandy,14.15,0.69,Landslide
7.075,80.375,2025-02,44.2,98.8,22.5,11.0,115.1,6.0,sandy,15.0,0.62,No Risk
6.95,79.925,2023-01,85.9,91.1,25.2,17.3,29.7,6.4,clay,2.77,0.61,Warning
7.125,80.275,2025-05,265.6,97.5,25.8,14.8,199.1,34.9,sandy,4.23,0.79,Landslide
7.125,80.175,2025-02,41.4,96.2,26.1,14.5,116.2,10.0,loam,3.92,0.59,No Risk
7.125,79.95,2023-06,314.5,96.6,26.7,17.7,22.8,6.1,loam,11.39,0.65,Warning
6.95,80.275,2024-02,42.4,94.2,26.8,12.2,186.9,15.9,sandy,15.0,0.68,No Risk
6.925,79.875,2024-02,38.3,92.8,27.6,17.0,16.7,1.3,loam,0.78,0.41,Warning
7.075,80.35,2024-02,28.4,94.5,25.8,12.9,222.8,24.9,loam,13.74,0.57,No Risk
7.15,80.025,2023-01,112.9,90.5,25.1,16.8,44.0,2.2,loam,8.25,0.59,Warning
7.025,80.25,2023-11,620.6,98.7,24.8,10.2,95.1,18.9,sandy,10.01,0.66,Landslide
6.95,80.175,2023-09,737.1,95.9,25.1,15.6,117.2,19.0,loam,15.0,0.77,Landslide
6.9,80.275,2024-04,239.7,96.0,27.6,11.6,132.8,33.3,sandy,15.0,0.79,Landslide
6.9,79.975,2024-10,460.2,97.1,25.9,14.4,23.2,3.9,loam,10.01,0.58,Warning
7.0,79.95,2024-04,222.2,98.6,28.0,12.8,31.8,5.9,clay,1.11,0.6,Flood
6.925,80.15,2024-09,363.1,97.4,25.7,16.7,109.4,14.2,sandy,15.0,0.77,Warning
7.0,79.95,2023-07,269.7,95.5,26.7,17.7,31.8,5.9,clay,1.11,0.61,Flood
6.95,79.875,2024-06,360.1,93.4,27.1,21.2,39.8,2.5,loam,2.78,0.65,Flood
7.025,80.1,2024-03,105.1,95.0,28.1,16.4,79.7,8.2,loam,8.25,0.71,Warning
6.9,79.875,2025-03,133.3,94.8,27.3,11.5,17.2,0.3,clay,2.29,0.58,Flood
7.125,79.85,2024-02,25.9,90.4,27.7,18.2,6.1,0.5,clay,15.0,0.37,No Risk
7.075,80.3,2023-03,186.9,96.7,25.5,10.7,99.1,6.7,loam,9.88,0.73,Warning
6.975,80.375,2024-02,110.2,92.6,21.6,9.6,153.1,24.6,sandy,15.0,0.79,Landslide
6.925,80.25,2023-03,198.0,95.8,25.5,9.9,228.8,33.0,sandy,15.0,0.81,Landslide
7.05,79.875,2024-07,271.7,93.5,27.1,20.0,22.2,6.6,clay,9.88,0.56,Warning
7.15,79.925,2023-02,112.1,94.2,25.8,14.0,12.6,0.5,clay,15.0,0.55,Warning
6.95,80.25,2024-01,224.1,96.2,24.7,10.2,182.1,27.5,sandy,15.0,0.8,Landslide
7.075,79.875,2024-02,42.3,91.2,27.7,17.8,9.5,1.1,clay,12.18,0.47,No Risk
7.0,80.15,2024-05,821.3,97.1,26.8,15.8,147.0,20.3,sandy,12.41,0.77,Landslide
6.925,79.875,2023-06,373.0,94.6,27.0,19.6,16.7,1.3,loam,0.78,0.53,Flood
6.9,79.975,2023-08,158.9,95.7,26.7,17.6,23.2,3.9,loam,10.01,0.62,Warning
7.05,79.9,2024-10,421.1,95.4,26.2,16.8,18.4,1.2,clay,8.45,0.57,Warning
7.125,80.225,2025-02,42.7,96.6,25.1,13.6,101.5,18.6,clay,0.78,0.59,No Risk
7.0,79.85,2023-01,90.4,91.7,25.2,17.9,13.7,1.6,loam,7.85,0.55,Warning
7.0,80.025,2024-07,324.6,97.3,26.5,15.6,80.3,6.7,sandy,4.47,0.68,Warning
7.15,80.0,2024-07,329.9,96.7,26.5,16.8,84.9,11.8,sandy,9.55,0.69,Warning
7.025,80.15,2024-02,42.4,94.3,27.5,14.2,108.4,8.3,loam,10.01,0.64,No Risk
7.025,80.3,2023-11,620.6,98.7,24.8,10.2,203.1,17.9,loam,13.87,0.84,Landslide
7.1,80.375,2023-03,217.3,96.2,25.6,9.8,126.9,33.0,sandy,13.74,0.81,Landslide
7.0,79.95,2024-11,428.2,98.9,25.4,12.6,31.8,5.9,clay,1.11,0.59,Flood
6.975,79.95,2025-03,181.8,98.6,26.7,11.1,19.8,1.1,clay,2.29,0.59,Flood
7.075,79.9,2024-03,78.7,94.8,28.0,16.3,28.5,5.2,clay,10.66,0.55,Warning
7.125,79.925,2023-02,112.1,94.2,25.8,14.0,3.0,1.9,clay,13.44,0.54,Warning
6.95,80.3,2025-01,333.7,99.2,24.6,9.0,238.9,30.8,sandy,15.0,0.85,Landslide
7.05,80.05,2025-03,197.9,98.1,26.5,11.9,22.4,3.7,loam,3.33,0.64,Flood
7.1,80.0,2024-05,637.4,97.3,27.4,16.3,72.7,8.6,loam,5.98,0.71,Warning
6.9,80.1,2024-02,39.6,96.4,27.1,12.9,75.8,7.3,loam,15.0,0.54,No Risk
7.05,79.875,2024-02,42.5,91.2,27.7,17.7,22.2,6.6,clay,9.88,0.45,No Risk
7.125,80.275,2024-02,21.9,92.3,27.0,15.8,199.1,34.9,sandy,4.23,0.59,No Risk
6.9,80.1,2024-08,359.2,96.3,25.7,16.3,75.8,7.3,loam,15.0,0.63,Warning
6.95,79.9,2025-04,185.4,95.2,27.4,13.2,20.5,4.8,loam,0.0,0.6,Flood
7.1,80.025,2024-02,29.5,91.2,28.0,17.2,59.1,4.2,loam,3.55,0.49,No Risk
7.025,80.2,2023-04,163.6,96.7,25.7,11.1,123.8,29.9,sandy,8.32,0.75,Landslide
7.025,80.2,2025-03,170.4,98.5,25.2,11.5,123.8,29.9,sandy,8.32,0.8,Landslide
6.925,79.875,2023-12,417.8,96.3,25.8,14.9,16.7,1.3,loam,0.78,0.59,Flood
7.025,80.05,2025-05,323.7,98.0,26.7,15.5,34.0,3.7,loam,4.33,0.62,Warning
7.075,79.95,2023-10,616.8,98.4,25.4,12.6,17.2,0.3,loam,7.55,0.59,Warning
6.9,80.025,2023-03,182.7,98.6,25.9,9.9,77.1,15.8,sandy,13.24,0.71,Landslide
6.925,80.275,2023-05,302.9,94.6,26.2,11.8,193.9,32.8,loam,15.0,0.76,Landslide
7.1,80.225,2025-02,33.5,96.4,26.1,14.1,125.1,18.9,loam,2.77,0.63,No Risk
7.0,80.0,2024-12,191.6,97.8,26.1,12.2,74.6,6.2,clay,2.48,0.67,Warning
7.025,80.2,2024-06,470.1,95.8,25.3,16.1,123.8,29.9,sandy,8.32,0.82,Landslide
6.9,80.1,2024-04,186.5,96.9,27.7,13.3,75.8,7.3,loam,15.0,0.71,Warning
6.95,80.325,2024-11,526.2,98.5,24.4,11.5,174.0,30.3,sandy,15.0,0.82,Landslide
7.125,79.9,2025-03,152.8,96.4,26.7,12.8,29.0,5.3,clay,15.0,0.6,Warning
6.975,79.9,2024-05,607.9,95.2,27.8,19.9,18.4,0.3,clay,2.77,0.59,Flood
7.025,79.875,2024-10,416.9,95.4,26.2,16.9,22.2,5.8,clay,7.89,0.54,Warning
7.0,80.05,2024-03,121.6,96.0,28.2,15.4,33.9,6.9,sandy,6.47,0.62,Warning
7.075,79.875,2024-09,294.4,92.8,27.0,20.8,9.5,1.1,clay,12.18,0.53,Warning
6.95,79.925,2025-03,117.3,95.0,27.3,11.6,29.7,6.4,clay,2.77,0.6,Flood
7.0,80.325,2023-07,355.6,94.6,24.5,13.2,237.4,27.0,sandy,15.0,0.82,Landslide
7.075,80.25,2023-10,592.3,97.7,25.3,13.1,117.6,18.7,sandy,6.21,0.72,Landslide
7.05,80.025,2025-05,299.7,97.8,26.8,15.9,87.5,19.3,clay,0.56,0.75,Landslide
6.975,79.9,2024-04,173.6,96.4,28.2,14.5,18.4,0.3,clay,2.77,0.62,Flood
6.95,79.9,2025-04,187.7,95.1,27.4,13.6,20.5,4.8,loam,0.0,0.6,Flood
6.9,80.175,2023-07,357.0,96.4,25.7,15.3,105.0,17.4,loam,15.0,0.79,Landslide
7.05,80.25,2024-04,194.8,97.2,28.1,11.2,124.2,29.2,loam,7.85,0.8,Landslide
7.025,80.0,2025-01,343.7,97.1,25.4,13.1,75.1,17.7,clay,1.24,0.67,Landslide
7.0,80.35,2025-01,374.0,99.2,24.7,8.6,193.9,27.8,loam,15.0,0.78,Landslide
7.0,80.0,2023-02,85.4,96.6,25.6,13.3,74.6,6.2,clay,2.48,0.69,Warning
6.95,79.925,2024-01,127.6,94.4,26.0,14.5,29.7,6.4,clay,2.77,0.69,Flood
7.0,79.925,2025-03,131.6,95.4,27.2,12.2,3.0,2.2,clay,2.29,0.55,Flood
7.125,80.325,2024-02,27.2,91.7,27.3,15.9,114.8,10.7,loam,8.19,0.62,No Risk
7.1,79.925,2023-08,95.3,95.3,26.8,17.8,4.3,0.6,clay,11.44,0.55,Warning
7.05,79.85,2023-05,224.2,95.1,27.4,17.6,7.3,1.1,clay,11.8,0.56,Warning
7.025,79.9,2024-02,42.6,91.7,27.7,17.7,21.7,7.3,loam,6.0,0.47,No Risk
7.075,80.1,2024-09,350.6,97.6,25.9,16.8,32.2,3.5,clay,3.55,0.63,Warning
7.05,80.225,2024-02,33.8,93.7,27.3,15.5,90.0,17.9,sandy,6.21,0.59,No Risk
6.9,80.05,2024-10,468.1,97.6,25.6,13.8,22.1,5.5,clay,14.89,0.58,Warning
7.1,80.025,2023-06,304.6,97.0,26.3,17.0,59.1,4.2,loam,3.55,0.63,Warning
7.025,80.075,2024-02,36.5,93.6,27.7,15.0,77.9,17.8,loam,6.71,0.55,No Risk
7.125,80.3,2023-11,584.8,98.7,24.7,10.8,121.9,24.6,sandy,5.9,0.81,Landslide
6.9,80.075,2024-06,391.0,97.2,26.3,17.3,48.0,3.8,clay,15.0,0.63,Warning
7.025,79.9,2023-05,233.6,95.9,27.3,17.4,21.7,7.3,loam,6.0,0.56,Warning
6.975,80.325,2024-04,254.2,95.8,26.3,9.6,173.5,36.6,sandy,15.0,0.76,Landslide
6.9,80.075,2025-05,319.7,98.6,26.5,16.0,48.0,3.8,clay,15.0,0.61,Warning
7.1,80.175,2024-02,19.4,91.8,27.4,16.3,146.2,35.3,loam,2.78,0.62,No Risk
7.0,80.3,2023-02,122.7,96.2,25.0,10.9,223.5,30.2,loam,15.0,0.73,Landslide
6.975,79.95,2025-01,364.0,97.2,25.4,13.1,19.8,1.1,clay,2.29,0.59,Flood
7.15,79.975,2024-07,299.1,96.1,26.8,17.7,28.4,6.7,clay,11.39,0.63,Warning
7.125,80.25,2024-04,194.8,96.6,26.7,12.2,183.4,27.4,sandy,2.29,0.85,Landslide
7.05,80.35,2024-02,28.1,94.3,26.3,12.9,132.8,27.5,sandy,15.0,0.6,No Risk
6.975,79.85,2024-02,42.9,92.0,27.7,17.6,9.5,0.5,clay,6.21,0.38,No Risk
7.125,80.275,2025-02,42.5,96.8,25.9,13.6,199.1,34.9,sandy,4.23,0.66,No Risk
6.9,79.875,2023-07,246.2,92.8,27.0,21.1,17.2,0.3,clay,2.29,0.57,Flood
7.1,79.975,2024-11,437.4,99.1,25.4,12.9,4.1,2.0,clay,7.47,0.57,Warning
7.125,80.35,2025-02,27.9,96.6,25.2,13.1,158.1,30.1,loam,9.82,0.62,No Risk
6.9,80.075,2023-10,593.4,97.9,25.2,12.8,48.0,3.8,clay,15.0,0.63,Warning
7.075,79.925,2024-06,301.6,93.6,27.0,21.6,12.8,1.0,loam,9.19,0.57,Warning
6.95,79.875,2023-05,242.3,94.7,27.4,16.7,39.8,2.5,loam,2.78,0.59,Flood
7.0,79.975,2023-11,490.7,99.5,25.5,10.1,9.0,0.5,clay,1.67,0.55,Flood
6.95,79.9,2023-04,138.2,95.3,27.3,13.7,20.5,4.8,loam,0.0,0.62,Flood
6.95,80.3,2024-02,42.5,94.4,26.7,12.1,238.9,30.8,sandy,15.0,0.67,No Risk
7.05,80.175,2023-03,156.8,97.0,25.9,11.4,121.1,17.9,sandy,6.21,0.79,Landslide
7.025,79.85,2025-05,278.6,94.1,27.9,19.2,24.8,3.0,clay,10.01,0.65,Warning
6.95,79.925,2025-05,274.2,94.1,27.8,18.1,29.7,6.4,clay,2.77,0.64,Flood
7.05,79.975,2023-03,179.2,96.6,26.5,11.9,7.1,1.2,clay,3.72,0.57,Warning
7.05,80.25,2025-01,298.3,98.6,25.4,10.9,124.2,29.2,loam,7.85,0.77,Landslide
7.125,79.85,2024-09,257.0,92.4,27.1,20.9,6.1,0.5,clay,15.0,0.53,Warning
7.125,80.375,2025-02,27.4,96.5,25.3,13.2,175.1,24.7,sandy,11.88,0.64,No Risk
6.9,80.175,2024-02,39.7,96.0,27.1,12.8,105.0,17.4,loam,15.0,0.61,No Risk
6.9,79.9,2025-02,49.0,92.1,27.4,14.6,18.9,1.4,clay,4.0,0.49,Warning
6.925,80.05,2023-04,197.0,98.1,26.5,11.0,82.3,7.8,loam,12.47,0.67,Warning
7.1,80.075,2024-02,28.7,91.5,28.0,16.6,92.3,13.0,clay,0.55,0.58,No Risk
7.15,80.0,2024-09,301.4,97.4,26.3,17.4,84.9,11.8,sandy,9.55,0.64,Warning
7.075,79.925,2023-05,224.2,95.1,27.3,17.6,12.8,1.0,loam,9.19,0.5,Warning
7.075,79.875,2023-06,326.9,94.7,27.0,20.1,9.5,1.1,clay,12.18,0.58,Warning
7.075,80.0,2023-08,113.9,95.8,26.7,17.7,89.4,13.9,loam,3.55,0.7,Warning
6.975,79.95,2023-09,576.6,96.6,25.6,16.9,19.8,1.1,clay,2.29,0.58,Flood
7.075,80.1,2024-02,26.7,91.4,27.8,16.2,32.2,3.5,clay,3.55,0.41,No Risk
7.075,80.05,2024-06,397.6,96.5,26.4,17.0,38.7,7.9,clay,0.55,0.63,Flood
6.975,80.3,2024-03,86.9,93.6,27.8,14.1,228.2,18.0,loam,15.0,0.72,Landslide
7.05,79.95,2023-11,509.4,99.5,25.4,9.8,19.3,2.2,clay,5.55,0.6,Warning
6.975,80.2,2023-10,680.7,97.5,25.0,12.8,118.9,8.0,sandy,13.88,0.82,Warning
7.125,80.025,2025-02,43.3,95.3,26.9,15.6,86.7,12.3,loam,5.71,0.55,No Risk
7.125,80.125,2023-06,296.8,96.7,26.0,16.7,79.8,17.8,sandy,1.76,0.7,Landslide
7.075,80.325,2025-02,53.6,97.4,24.9,11.7,99.7,18.4,sandy,11.88,0.65,Warning
6.9,80.1,2024-02,39.7,96.3,27.1,12.7,75.8,7.3,loam,15.0,0.54,No Risk
7.075,80.075,2024-08,265.0,96.4,26.2,16.4,71.6,10.1,clay,2.83,0.69,Warning
7.1,80.1,2024-02,25.7,90.9,27.8,17.2,75.3,10.7,loam,2.22,0.5,No Risk
7.1,80.25,2024-04,194.8,96.7,27.5,12.2,182.6,19.8,loam,4.0,0.79,Landslide
7.1,80.35,2025-05,247.2,97.4,26.3,14.6,104.3,12.9,sandy,12.01,0.8,Warning
7.1,80.25,2024-02,22.6,92.1,27.0,15.8,182.6,19.8,loam,4.0,0.61,No Risk
6.975,79.9,2025-04,166.6,95.2,27.5,14.2,18.4,0.3,clay,2.77,0.59,Flood
6.925,80.325,2025-04,349.6,98.9,24.5,10.8,210.0,18.2,sandy,15.0,0.82,Landslide
7.125,80.325,2024-02,26.6,91.8,27.4,15.9,114.8,10.7,loam,8.19,0.62,No Risk
7.125,79.975,2024-11,444.4,99.1,25.3,13.3,15.6,2.2,loam,9.71,0.62,Warning
6.925,80.2,2024-09,347.8,96.5,25.8,14.7,95.2,12.3,loam,15.0,0.74,Warning
7.025,80.35,2024-05,749.0,97.3,25.5,13.5,168.9,24.2,sandy,15.0,0.78,Landslide
7.05,80.35,2023-03,217.3,96.2,25.3,9.8,132.8,27.5,sandy,15.0,0.83,Landslide
7.125,79.9,2024-03,57.0,94.3,28.0,16.4,29.0,5.3,clay,15.0,0.51,Warning
6.95,80.3,2024-02,42.1,94.4,26.7,12.3,238.9,30.8,sandy,15.0,0.67,No Risk
6.975,80.05,2024-04,222.8,98.2,28.0,12.4,76.5,13.7,loam,8.33,0.72,Warning
7.0,80.225,2024-10,559.3,96.4,25.5,12.6,93.3,10.0,sandy,11.44,0.7,Warning
6.925,80.25,2023-04,207.5,95.4,26.1,9.8,228.8,33.0,sandy,15.0,0.83,Landslide
7.075,80.1,2024-02,27.0,91.5,27.8,16.2,32.2,3.5,clay,3.55,0.41,No Risk
7.0,79.95,2023-08,143.3,95.7,26.6,17.2,31.8,5.9,clay,1.11,0.6,Flood
7.15,79.9,2024-11,398.3,97.3,25.6,16.0,7.8,0.8,clay,15.0,0.57,Warning
7.075,80.25,2025-03,205.2,98.0,26.3,11.1,117.6,18.7,sandy,6.21,0.79,Landslide
7.1,80.325,2024-11,540.7,98.6,24.8,12.0,154.6,24.9,loam,9.82,0.85,Landslide
6.95,79.875,2023-12,407.4,96.3,25.9,14.7,39.8,2.5,loam,2.78,0.64,Flood
7.05,80.3,2024-08,387.8,94.5,25.4,15.6,128.7,31.4,loam,11.8,0.79,Landslide
7.0,80.025,2023-11,565.1,99.4,25.3,10.0,80.3,6.7,sandy,4.47,0.7,Warning
7.05,79.925,2024-03,78.7,94.8,28.0,16.3,35.5,6.6,clay,6.77,0.52,Warning
7.125,80.175,2025-01,274.9,97.5,24.8,14.8,116.2,10.0,loam,3.92,0.75,Warning
6.925,80.25,2024-02,43.2,94.5,26.7,12.3,228.8,33.0,sandy,15.0,0.64,No Risk
7.15,79.925,2023-09,519.4,96.6,25.6,17.5,12.6,0.5,clay,15.0,0.56,Warning
7.1,80.175,2025-05,253.3,97.5,26.1,15.7,146.2,35.3,loam,2.78,0.74,Landslide
7.0,80.075,2024-02,36.8,93.7,27.7,15.0,52.6,1.6,sandy,8.25,0.54,No Risk
6.975,80.3,2024-04,203.0,96.8,27.5,11.1,228.2,18.0,loam,15.0,0.81,Landslide
7.1,80.075,2023-07,278.9,96.1,26.3,16.8,92.3,13.0,clay,0.55,0.73,Warning
7.1,80.325,2023-06,327.3,95.0,25.8,13.8,154.6,24.9,loam,9.82,0.79,Landslide
7.025,80.375,2025-02,49.7,96.2,24.8,11.6,119.5,13.0,loam,15.0,0.65,Warning
7.15,80.0,2024-02,29.9,91.1,28.1,17.0,84.9,11.8,sandy,9.55,0.54,No Risk
7.0,79.925,2024-02,43.4,91.8,27.6,17.6,3.0,2.2,clay,2.29,0.4,Warning
7.0,79.9,2024-02,42.9,91.9,27.6,17.6,22.7,1.5,clay,4.0,0.5,No Risk
